State,District,Name,TRU,Level,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
21,388,Ganjam,Total,DISTRICT,758267,3529031,1779218,1749813,420158,220159,199999,688235,342111,346124,118928,59172,59756,2210050,1262652,947398,1501772,990027,511745,900744,718163,182581,601028,271864,329164,2027259,789191,1238068
21,389,Gajapati,Total,DISTRICT,128523,577817,282882,294935,86984,44212,42772,39175,19037,20138,313714,151902,161812,262537,153663,108874,293933,155907,138026,170371,111464,58907,123562,44443,79119,283884,126975,156909
21,390,Kandhamal,Total,DISTRICT,172022,733110,359945,373165,109709,55915,53794,115544,56987,58557,392820,190506,202314,399786,233900,165886,355349,193515,161834,167112,123078,44034,188237,70437,117800,377761,166430,211331
21,391,Baudh,Total,DISTRICT,106961,441162,221625,219537,61847,31260,30587,104934,52497,52437,55364,27362,28002,271612,158648,112964,219457,125627,93830,123724,92432,31292,95733,33195,62538,221705,95998,125707
21,392,Subarnapur,Total,DISTRICT,151136,610183,311312,298871,74821,38335,36486,156219,79725,76494,57192,28794,28398,398421,230393,168028,286661,181595,105066,170218,136043,34175,116443,45552,70891,323522,129717,193805
21,393,Balangir,Total,DISTRICT,414749,1648997,830097,818900,216320,110658,105662,294777,148356,146421,347164,172489,174675,927260,545672,381588,720601,469956,250645,402227,332355,69872,318374,137601,180773,928396,360141,568255
21,394,Nuapada,Total,DISTRICT,152210,610382,301962,308420,88344,44600,43744,82159,40742,41417,206327,100469,105858,299383,180903,118480,305438,168155,137283,151694,116827,34867,153744,51328,102416,304944,133807,171137
21,395,Kalahandi,Total,DISTRICT,401251,1576869,787101,789768,222570,113726,108844,286580,142133,144447,449456,221171,228285,802036,484177,317859,751930,447290,304640,376757,299835,76922,375173,147455,227718,824939,339811,485128
21,396,Rayagada  ,Total,DISTRICT,226144,967911,471960,495951,148522,75598,72924,139514,68068,71446,541905,259040,282865,407735,241959,165776,467122,258032,209090,227815,164965,62850,239307,93067,146240,500789,213928,286861
21,397,Nabarangapur ,Total,DISTRICT,273423,1220946,604812,616134,207911,104077,103834,177384,88252,89132,681173,335028,346145,470379,286984,183395,610906,342641,268265,279115,227544,51571,331791,115097,216694,610040,262171,347869
21,398,Koraput,Total,DISTRICT,337677,1379647,678809,700838,225126,113742,111384,196540,96789,99751,697583,337373,360210,568090,340843,227247,693406,384053,309353,396460,286001,110459,296946,98052,198894,686241,294756,391485
21,399,Malkangiri  ,Total,DISTRICT,137599,613192,303624,309568,109092,54770,54322,138295,70052,68243,354614,171717,182897,244706,147001,97705,310666,170495,140171,179030,131904,47126,131636,38591,93045,302526,133129,169397
22,400,Koriya,Total,DISTRICT,153274,658917,334737,324180,95784,48666,47118,54776,27682,27094,304280,152659,151621,397823,229923,167900,307071,185483,121588,173057,129471,43586,134014,56012,78002,351846,149254,202592
22,401,Surguja,Total,DISTRICT,526049,2359886,1193129,1166757,380445,193952,186493,115652,58281,57371,1300628,652799,647829,1187941,694686,493255,1155807,649888,505919,622589,459988,162601,533218,189900,343318,1204079,543241,660838
22,402,Jashpur ,Total,DISTRICT,192570,851669,424747,426922,122266,61744,60522,48844,24317,24527,530378,262731,267647,495415,280656,214759,487360,263645,223715,291349,199035,92314,196011,64610,131401,364309,161102,203207
22,403,Raigarh,Total,DISTRICT,367962,1493984,750278,743706,195069,100204,94865,224942,112111,112831,505609,250473,255136,951639,542756,408883,690167,429211,260956,484875,354032,130843,205292,75179,130113,803817,321067,482750
22,404,Korba ,Total,DISTRICT,280073,1206640,612915,593725,172016,87487,84529,124679,63446,61233,493559,246323,247236,748759,433391,315368,521186,333329,187857,350314,260251,90063,170872,73078,97794,685454,279586,405868
22,405,Janjgir - Champa,Total,DISTRICT,364532,1619707,815717,803990,224218,114957,109261,397908,199633,198275,187196,93186,94010,1019634,593679,425955,846466,478278,368188,461887,318536,143351,384579,159742,224837,773241,337439,435802
22,406,Bilaspur,Total,DISTRICT,600822,2663629,1351574,1312055,407835,207995,199840,552992,281221,271771,498469,248172,250297,1596560,932474,664086,1203197,715467,487730,826568,558289,268279,376629,157178,219451,1460432,636107,824325
22,407,Kabeerdham,Total,DISTRICT,178446,822526,412058,410468,141904,71571,70333,119798,60154,59644,167043,82597,84446,414167,248503,165664,404156,217073,187083,316976,183042,133934,87180,34031,53149,418370,194985,223385
22,408,Rajnandgaon,Total,DISTRICT,318488,1537133,762855,774278,209575,105508,104067,156623,76979,79644,405194,198032,207162,1008379,561355,447024,800092,436611,363481,595959,358946,237013,204133,77665,126468,737041,326244,410797
22,409,Durg,Total,DISTRICT,701707,3343872,1682101,1661771,430536,219341,211195,458040,229067,228973,397416,196008,201408,2303378,1284612,1018766,1496805,921729,575076,1206793,803118,403675,290012,118611,171401,1847067,760372,1086695
22,410,Raipur,Total,DISTRICT,871225,4063872,2048186,2015686,583382,296441,286941,724250,362284,361966,476446,235271,241175,2629749,1493158,1136591,1757664,1099964,657700,1259138,879956,379182,498526,220008,278518,2306208,948222,1357986
22,411,Mahasamund,Total,DISTRICT,248561,1032754,511967,520787,134448,68207,66241,139581,68968,70613,279896,137339,142557,637963,364089,273874,499260,291858,207402,340802,230609,110193,158458,61249,97209,533494,220109,313385
22,412,Dhamtari ,Total,DISTRICT,170951,799781,397897,401884,101909,51652,50257,58581,28887,29694,207633,102058,105575,546833,303924,242909,402895,226382,176513,335368,202027,133341,67527,24355,43172,396886,171515,225371
22,413,Uttar Bastar Kanker,Total,DISTRICT,160937,748941,373338,375603,100099,50598,49501,31543,15582,15961,414770,203934,210836,456042,258298,197744,389359,217513,171846,285536,179902,105634,103823,37611,66212,359582,155825,203757
22,414,Bastar,Total,DISTRICT,311538,1413199,698487,714712,216713,108662,108051,37963,18815,19148,931780,456841,474939,650863,382335,268528,726531,404364,322167,394824,287983,106841,331707,116381,215326,686668,294123,392545
22,415,Narayanpur,Total,DISTRICT,27982,139820,70104,69716,23358,11744,11614,4979,2518,2461,108161,53518,54643,56621,33449,23172,71089,38186,32903,42056,27787,14269,29033,10399,18634,68731,31918,36813
22,416,Dakshin Bastar Dantewada,Total,DISTRICT,120850,533638,264142,269496,79637,39718,39919,12996,6648,6348,410255,199731,210524,191237,116529,74708,286595,153294,133301,184285,119699,64586,102310,33595,68715,247043,110848,136195
22,417,Bijapur,Total,DISTRICT,54757,255230,128663,126567,42495,21488,21007,10122,5145,4977,204189,101519,102670,86919,54076,32843,134525,71591,62934,69338,44783,24555,65187,26808,38379,120705,57072,63633
